nama_mobil,kondisi,harga,tahun_kendaraan,kilometer,warna,mesin_enginecc,bahan_bakar,dirakit,penumpang,pintu,daerah,transmisi
"2022 Toyota Hilux 2,4 G Pick-up",Mobil Bekas,Rp 360.000.000,2022.0,82147 km,Hitam,2393 cc,Solar,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Manual
"2017 Daihatsu Gran Max 1,5 BOX Pick-up",Mobil Bekas,Rp 86.000.000,2017.0,72368 km,Putih,1495 cc,Pertamax,Complete Knock Down (CKD),3.0,2.0,DKI Jakarta,Manual
2012 Toyota Fortuner 2.7 V SUV,Mobil Bekas,Rp 219.000.000,2012.0,95 - 100K km,Hitam,2694 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2022 Toyota Avanza 1.5 G MPV,Mobil Bekas,Rp 215.000.000,2022.0,35 - 40K km,Silver,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Timur,Manual
2018 Honda Brio 1.2 Satya E Hatchback DP MURAH ANGSURAN TERJANGKAU,Mobil Bekas,Rp 119.000.000,2018.0,60 - 65K km,Abu-abu,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Manual
2022 Mercedes-Benz C200 1.5 Avantgarde Line Sedan Nik2022 New Model Black On Black Km9000 Wrnty5Thn #AUTOHIGH #BEST OFFER,Mobil Bekas,Rp 875.000.000,2022.0,0 - 5K km,Hitam,1496 cc,Pertamax,Complete Knock Down (CKD),5.0,4.0,DKI Jakarta,Automatic
2021 Wuling Confero 1.5 Wagon,Mobil Bekas,Rp 122.000.000,2021.0,35 - 40K km,Hitam,1485 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,Kalimantan Barat,Manual
2019 Toyota Voxy 2.0 Wagon,Mobil Bekas,Rp 349.000.000,2019.0,40 - 45K km,Putih,1986 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2020 Honda Brio 1.2 Satya E Hatchback credit DP murah proses mudah,Mobil Bekas,Rp 151.000.000,2020.0,30 - 35K km,Merah,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
"Promo Harga Spesial Mitsubishi Xpander 1,5 ULTIMATE 2018 AT silver metalik Wagon",Mobil Bekas,Rp 193.000.000,2018.0,81000 km,Silver,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2019 Suzuki Baleno 1.4 Hatchback,Mobil Bekas,Rp 179.000.000,2019.0,15 - 20K km,Putih,1373 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Land Rover Defender 3.0 110 P400 SUV Nik2023 Black On Black Km7000 Panoramic Sunroof AWD Full Option #AUTOHIGH #BEST DEAL,Mobil Bekas,Rp 3.400.000.000,2023.0,0 - 5K km,Hitam,2996 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2017 Toyota Vellfire 2.5 G Van Wagon,Mobil Bekas,Rp 710.000.000,2017.0,60 - 65K km,Hitam,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,Jawa Timur,Automatic
2020 Toyota Corolla Altis 1.8 V Sedan,Mobil Bekas,Rp 335.000.000,2020.0,60 - 65K km,Hitam,1798 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,Jawa Timur,Automatic
2020 Toyota Corolla Altis 1.8 V Sedan,Mobil Bekas,Rp 325.000.000,2020.0,60 - 65K km,Hitam,1798 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,Jawa Timur,Automatic
2021 BMW 320i 2.0 Dynamic Sedan Reg.2022 Black On Black Km10rb Antik Full Wrnty5Thn #AUTOHIGH #BEST OFFER,Mobil Bekas,Rp 695.000.000,2021.0,5 - 10K km,Hitam,1998 cc,Pertamax,Complete Knock Down (CKD),5.0,4.0,DKI Jakarta,Automatic
2017 Toyota Vellfire 2.5 G Van Wagon,Mobil Bekas,Rp 725.000.000,2017.0,60 - 65K km,Hitam,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,Jawa Timur,Automatic
2021 Mercedes-Benz GLC200 2.0 AMG Line SUV PALING ANTIK ODO 5 rb BERGARANSI RESMI 2022 X3 2020,Mobil Bekas,Rp 925.000.000,2021.0,0 - 5K km,Abu-abu,1991 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2017 Toyota Vellfire 2.5 G Van Wagon ATPM,Mobil Bekas,Rp 725.000.000,2017.0,60 - 65K km,Hitam,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,Jawa Timur,Automatic
"2020 Daihatsu Gran Max 1,5 3 Way Pick-up",Mobil Bekas,Rp 107.000.000,2020.0,67452 km,Silver,1495 cc,Pertamax,Complete Knock Down (CKD),3.0,2.0,Jawa Barat,Manual
"2014 Mitsubishi Colt L300 2,5 Standard Van",Mobil Bekas,Rp 115.000.000,2014.0,87425 km,Hitam,2477 cc,Solar,Complete Knock Down (CKD),12.0,4.0,Jawa Barat,Manual
2022 Suzuki Jimny 1.5 Wagon,Mobil Bekas,Rp 435.000.000,2022.0,20 - 25K km,Kuning,1462 cc,Pertamax,Complete Built Up (CBU),4.0,3.0,DKI Jakarta,Automatic
2011 Toyota Vellfire 2.4 V Van Wagon,Mobil Bekas,Rp 305.000.000,2011.0,80 - 85K km,Hitam,2362 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,Jawa Timur,Automatic
2016 Honda HR-V 1.5 E SUV,Mobil Bekas,Rp 190.000.000,2016.0,85 - 90K km,Putih,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Automatic
2013 Toyota Land Cruiser 4.5 Standard Spec E SUV,Mobil Bekas,Rp 1.270.000.000,2013.0,30 - 35K km,Hitam,4461 cc,Solar,Complete Built Up (CBU),8.0,5.0,DKI Jakarta,Automatic
2022 Toyota Vellfire 2.5 G Van Wagon,Mobil Bekas,Rp 1.099.000.000,2022.0,15 - 20K km,Hitam,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2017 Honda Civic 1.5 E Hatchback Plat W dani bisa tukar tambah Sekoto Kediri Jatim,Mobil Bekas,Rp 375.000.000,2017.0,65 - 70K km,Hitam,1498 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Jawa Timur,Automatic
2017 Toyota Alphard 2.5 G Van Wagon,Mobil Bekas,Rp 805.000.000,2017.0,25 - 30K km,Putih,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,Kalimantan Barat,Automatic
2016 Toyota Agya 1.0 G Hatchback / DP 5 JT,Mobil Bekas,Rp 90.000.000,2016.0,55 - 60K km,Hitam,998 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Manual
2022 BMW X3 2.0 xDrive30i M Sport SUV,Mobil Bekas,Rp 999.000.000,2022.0,15 - 20K km,Abu-abu,1998 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2018 Mazda CX-5 2.5 GT SUV,Mobil Bekas,Rp 325.000.000,2018.0,45 - 50K km,Abu-abu,2488 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2017 Toyota Fortuner 2.7 SRZ SUV,Mobil Bekas,Rp 405.000.000,2017.0,35 - 40K km,Hitam,2694 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Kalimantan Barat,Automatic
2018 Toyota Rush 1.5 TRD Sportivo SUV - Garansi 1 Tahun - DP 10 JT,Mobil Bekas,Rp 192.000.000,2018.0,100 - 105K km,Putih,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2017 Toyota Fortuner 2.7 SRZ SUV,Mobil Bekas,Rp 405.000.000,2017.0,35 - 40K km,Silver,2694 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Kalimantan Barat,Automatic
2013 Toyota Land Cruiser 4.5 Full Spec E VX SUV Upgrade VXR,Mobil Bekas,Rp 1.270.000.000,2013.0,30 - 35K km,Hitam,4461 cc,Solar,Complete Built Up (CBU),8.0,5.0,DKI Jakarta,Automatic
2022 Suzuki Jimny 1.5 Wagon,Mobil Bekas,Rp 435.000.000,2022.0,20 - 25K km,Kuning,1462 cc,Pertamax,Complete Built Up (CBU),4.0,3.0,DKI Jakarta,Automatic
2012 Toyota Alphard 2.4 SC MPV,Mobil Bekas,Rp 299.000.000,2012.0,105 - 110K km,Putih,2362 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2013 Toyota Land Cruiser 4.5 Full Spec E VX SUV Upgrade VXR,Mobil Bekas,Rp 1.270.000.000,2013.0,30 - 35K km,Hitam,4461 cc,Solar,Complete Built Up (CBU),8.0,5.0,DKI Jakarta,Automatic
2022 Honda City 1.5 RS Hatchback Manual lik new Km 6rb,Mobil Bekas,Rp 238.000.000,2022.0,6000 km,Orange,1498 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Manual
2014 Suzuki Grand Vitara 2.4 2.4 SUV Matic Km 142rb Tangan 1,Mobil Bekas,Rp 132.000.000,2014.0,142000 km,Abu-abu,2393 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2018 Nissan X-Trail 2.5 SUV CVT Matic Km 106rb Mulus Terawat,Mobil Bekas,Rp 225.000.000,2018.0,106000 km,Putih,2488 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2023 Toyota Kijang Innova Zenix 2.0 G HV Wagon Hybrid Nik2023 Black On Black Km3000 Perfect ATPM Warranty #AUTOHIGH #BEST VALUE,Mobil Bekas,Rp 425.000.000,2023.0,0 - 5K km,Hitam,1987 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,DKI Jakarta,Automatic
"2012 Nissan Juke 1,5 RX SUV",Mobil Bekas,Rp 134.000.000,2012.0,5000 km,Merah,1498 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Timur,Automatic
"2017 Daihatsu Gran Max 1,3 STD Van",Mobil Bekas,Rp 79.000.000,2017.0,76312 km,Putih,1298 cc,Pertamax,Complete Knock Down (CKD),2.0,5.0,Jawa Barat,Manual
"2019 Mitsubishi Colt L300 2,5 Standard Pick-up",Mobil Bekas,Rp 143.000.000,2019.0,72362 km,Hitam,2477 cc,Solar,Complete Knock Down (CKD),3.0,2.0,Jawa Barat,Manual
"2012 Mitsubishi Colt L300 2,5 Standard Van",Mobil Bekas,Rp 127.000.000,2012.0,72542 km,Hitam,2477 cc,Solar,Complete Knock Down (CKD),12.0,4.0,Jawa Barat,Manual
2020 Honda Accord 1.5 Sedan AT TURBO LOW KM.21RB & PAJAK PANJANG DP 25JT #FAST,Mobil Bekas,Rp 510.000.000,2020.0,20 - 25K km,Putih,1498 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2020 Honda Accord 1.5 Sedan SENSING AT TURBO LOW KM.21RB & PAJAK PANJANG DP 25JT #FAST,Mobil Bekas,Rp 510.000.000,2020.0,20 - 25K km,Putih,1498 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
"2019 Suzuki Baleno 1,4 Base Spec Hatchback",Mobil Bekas,Rp 179.000.000,2019.0,17000 km,Putih,1373 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
"2023 Lexus RX350h 2,5 Luxury Wagon",Mobil Bekas,Rp 1.675.000.000,2023.0,5000 km,Abu-abu,2487 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
"2022 BMW X3 2,0 xDrive30i M Sport SUV",Mobil Bekas,Rp 999.000.000,2022.0,17000 km,Abu-abu,1998 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2020 Mazda CX-5 2.5 GT SUV,Mobil Bekas,Rp 435.000.000,2020.0,20 - 25K km,Hitam,2488 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Jawa Timur,Automatic
2020 Honda Civic 1.5 RS Hatchback,Mobil Bekas,Rp 398.000.000,2020.0,35 - 40K km,Hitam,1498 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
"2018 Honda Civic 1,5 S Hatchback",Mobil Bekas,Rp 398.000.000,2018.0,5000 km,Hitam,1498 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Jawa Timur,Automatic
"2018 Daihatsu Terios 1,5 X SUV",Mobil Bekas,Rp 189.000.000,2018.0,5000 km,Putih,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Timur,Manual
"2016 Daihatsu Luxio 1,5 X MPV",Mobil Bekas,Rp 149.000.000,2016.0,5000 km,Silver,1495 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,Jawa Timur,Manual
2017 Honda BR-V 1.5 E Prestige SUV PROMO SAMBUT LEBARAN DP MURAH GRATIS TEST DRIVE HOME,Mobil Bekas,Rp 171.000.000,2017.0,65 - 70K km,Hitam,1497 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2013 Suzuki APV 1,5 GX Arena Van",Mobil Bekas,Rp 107.000.000,2013.0,5000 km,Silver,1493 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,Jawa Timur,Manual
2022 Honda Brio 1.2 E Satya Hatchback PROMO SAMBUT LEBARAN DP MURAH GRATIS TEST DRIVE HOME,Mobil Bekas,Rp 161.000.000,2022.0,15 - 20K km,Kuning,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
"2021 Daihatsu Ayla 1,0 D Hatchback",Mobil Bekas,Rp 98.000.000,2021.0,26000 km,Hitam,998 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Timur,Manual
"2015 Honda Brio 1,2 Satya E Hatchback",Mobil Bekas,Rp 116.000.000,2015.0,5000 km,Abu-abu,1198 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Timur,Manual
2020 Toyota Avanza 1.3 Veloz MPV PROMO SAMBUT LEABARAN DP MINIM GRATIS TEST DRIVE HOME,Mobil Bekas,Rp 182.000.000,2020.0,20 - 25K km,Silver,1329 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2019 Suzuki Karimun Wagon R 1,0 GL Wagon R Hatchback",Mobil Bekas,Rp 99.000.000,2019.0,5000 km,Putih,998 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Timur,Manual
2022 BMW X3 2.0 xDrive30i M Sport SUV km17rban brooklyn grey abu,Mobil Bekas,Rp 999.000.000,2022.0,15 - 20K km,Abu-abu,1998 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2016 Honda HR-V 1.5 E SUV CASH CREDIT PROSES DIBANTU,Mobil Bekas,Rp 195.000.000,2016.0,65 - 70K km,Hitam,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
"2018 Daihatsu Gran Max 1,5 BOX Pick-up",Mobil Bekas,Rp 97.000.000,2018.0,74874 km,Merah,1495 cc,Pertamax,Complete Knock Down (CKD),3.0,2.0,DKI Jakarta,Manual
"2016 Mitsubishi Colt L300 2,5 Deluxe Van",Mobil Bekas,Rp 123.000.000,2016.0,82352 km,Hitam,2477 cc,Solar,Complete Knock Down (CKD),10.0,4.0,Jawa Barat,Manual
"2017 Mitsubishi Colt L300 2,5 Deluxe Van",Mobil Bekas,Rp 133.000.000,2017.0,81236 km,Hitam,2477 cc,Solar,Complete Knock Down (CKD),10.0,4.0,Jawa Barat,Manual
2014 Honda Jazz 1.5 RS Hatchback,Mobil Bekas,Rp 178.000.000,2014.0,105 - 110K km,Putih,1496 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Yogyakarta,Automatic
2022 Honda Brio 1.2 RS Hatchback matic,Mobil Bekas,Rp 198.000.000,2022.0,35 - 40K km,Abu-abu,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Timur,Automatic
2022 Toyota Voxy 2.0 Van Wagon,Mobil Bekas,Rp 495.000.000,2022.0,15 - 20K km,Ungu,1986 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2019 Toyota Kijang Innova 2.4 G MPV,Mobil Bekas,Rp 319.000.000,2019.0,20 - 25K km,Hitam,2393 cc,Solar,Complete Knock Down (CKD),8.0,5.0,DKI Jakarta,Automatic
2021 MINI Cooper 2.0 S Hatchback,Mobil Bekas,Rp 750.000.000,2021.0,5 - 10K km,Abu-abu,1998 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Daihatsu Sigra 1.0 D MPV,Mobil Bekas,Rp 141.000.000,2023.0,40 - 45K km,Putih,998 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Kalimantan Barat,Manual
2017 Suzuki Ertiga 1.4 GL MPV,Mobil Bekas,Rp 145.000.000,2017.0,45 - 50K km,Putih,1373 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Timur,Manual
2018 Toyota Avanza 1.3 G MPV / DP 10 JT,Mobil Bekas,Rp 144.000.000,2018.0,55 - 60K km,Abu-abu,1329 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2022 Hyundai Staria 2.2 Signature 7 Wagon hitam km 10rban,Mobil Bekas,Rp 780.000.000,2022.0,10 - 15K km,Hitam,2199 cc,Solar,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2017 Toyota Calya 1.2 G MPV / DP 7 JT,Mobil Bekas,Rp 103.000.000,2017.0,115 - 120K km,Putih,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Manual
"2016 Isuzu Panther 2,5 LV SUV",Mobil Bekas,Rp 170.000.000,2016.0,50000 km,Silver,2499 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Manual
"2014 Toyota Alphard 2,4 SC MPV",Mobil Bekas,Rp 395.000.000,2014.0,88000 km,Putih,2362 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2011 Toyota Vellfire 2.4 V Van Wagon Premium Sound,Mobil Bekas,Rp 305.000.000,2011.0,80 - 85K km,Hitam,2362 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,Jawa Timur,Automatic
2011 Toyota Vellfire 2.4 V Van Wagon,Mobil Bekas,Rp 305.000.000,2011.0,80 - 85K km,Hitam,2362 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,Jawa Timur,Automatic
2023 Daihatsu Rocky 1.2 ADS X Wagon,Mobil Bekas,Rp 178.000.000,2023.0,15 - 20K km,Putih,1198 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Automatic
2019 Toyota Calya 1.2 E MPV,Mobil Bekas,Rp 107.000.000,2019.0,60 - 65K km,Putih,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Manual
"2013 Toyota Land Cruiser 4,5 Full Spec E VX SUV",Mobil Bekas,Rp 1.270.000.000,2013.0,30000 km,Hitam,4461 cc,Solar,Complete Built Up (CBU),8.0,5.0,DKI Jakarta,Automatic
2022 Land Rover Range Rover Sport 2.0 HSE PHEV SUV,Mobil Bekas,Rp 2.900.000.000,2022.0,0 - 5K km,Hitam,1997 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2021 Land Rover Defender 2.0 90 P300 Explorer Package SUV,Mobil Bekas,Rp 2.250.000.000,2021.0,10 - 15K km,Abu-abu,1997 cc,Pertamax,Complete Built Up (CBU),5.0,3.0,DKI Jakarta,Automatic
"2022 Suzuki Jimny 1,5 Base Spec Wagon",Mobil Bekas,Rp 435.000.000,2022.0,20000 km,Kuning,1462 cc,Pertamax,Complete Built Up (CBU),4.0,3.0,DKI Jakarta,Automatic
2019 Daihatsu Sigra 1.2 R MPV,Mobil Bekas,Rp 145.000.000,2019.0,25 - 30K km,Silver,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Kalimantan Barat,Manual
2013 Toyota Avanza 1.5 Veloz MPV / DP 7 JT,Mobil Bekas,Rp 120.000.000,2013.0,120 - 125K km,Hitam,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2021 Toyota Corolla Cross 1.8 Hybrid Wagon,Mobil Bekas,Rp 397.000.000,2021.0,19000 km,Merah,1798 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
"2012 Daihatsu Gran Max 1,5 3 Way Pick-up",Mobil Bekas,Rp 63.000.000,2012.0,86524 km,Hitam,1495 cc,Pertamax,Complete Knock Down (CKD),3.0,2.0,Jawa Barat,Manual
"2012 Daihatsu Gran Max 1,5 3 Way Pick-up",Mobil Bekas,Rp 72.000.000,2012.0,95234 km,Putih,1495 cc,Pertamax,Complete Knock Down (CKD),3.0,2.0,Jawa Barat,Manual
"2017 Toyota Rush 1,5 TRD Sportivo SUV AT Kondisi Sangat Mulus Siap Langsung Pakai Cash/Credit",Mobil Bekas,Rp 179.000.000,2017.0,45000 km,Hitam,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
"2018 Toyota Kijang Innova 2,0 G Reborn Matic Siap Langsung Pakai",Mobil Bekas,Rp 293.000.000,2018.0,75000 km,Silver,1998 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,Jawa Barat,Automatic
"2017 Honda Jazz 1,5 RS Hatchback Matic Mulus Siap Langsung Pakai Cash/Credit",Mobil Bekas,Rp 229.000.000,2017.0,53000 km,Hitam,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Automatic
2020 Toyota Alphard 2.5 G Van Wagon,Mobil Bekas,Rp 975.000.000,2020.0,40 - 45K km,Putih,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2017 Chevrolet Trax 1.4 LTZ SUV,Mobil Bekas,Rp 159.000.000,2017.0,30 - 35K km,Abu-abu,1364 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2021 Peugeot 3008 1.6 Allure Plus SUV,Mobil Bekas,Rp 465.000.000,2021.0,50 - 55K km,Putih,1598 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2023 Daihatsu Sigra 1.0 D MPV,Mobil Bekas,Rp 141.000.000,2023.0,5 - 10K km,Hitam,998 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Kalimantan Barat,Manual
"Pajak panjang Mazda8 AT 2012 Hitam, DP kredit cuma 19 juta doank",Mobil Bekas,Rp 133.000.000,2012.0,200000 km,Hitam,2260 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,Jawa Barat,Automatic
2021 Land Rover Defender 2.0 90 P300 Explorer Package SUV,Mobil Bekas,Rp 2.500.000.002,2021.0,5 - 10K km,Abu-abu,1997 cc,Pertamax,Complete Built Up (CBU),5.0,3.0,DKI Jakarta,Automatic
"2020 Toyota Rush 1,5 TRD Sportivo SUV",Mobil Bekas,Rp 219.000.000,2020.0,13000 km,Hitam,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2023 Toyota Kijang Innova 2,4 G MPV",Mobil Bekas,Rp 349.000.000,2023.0,15000 km,Hitam,2393 cc,Solar,Complete Knock Down (CKD),8.0,5.0,DKI Jakarta,Automatic
"2019 Toyota Voxy 2,0 Base Spec Wagon",Mobil Bekas,Rp 330.000.000,2019.0,80000 km,Hitam,1986 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2020 Mitsubishi Xpander 1.5 CROSS Wagon,Mobil Bekas,Rp 230.000.000,2020.0,40000 km,Orange,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2022 Toyota Rush 1,5 S GR Sport SUV",Mobil Bekas,Rp 239.000.000,2022.0,11000 km,Hitam,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
"2022 Volkswagen Tiguan 1,4 TSI ALLSPACE SUV",Mobil Bekas,Rp 419.000.000,2022.0,17000 km,Hitam,1395 cc,Pertamax,Semi Knock Down (SKD),7.0,5.0,DKI Jakarta,Automatic
"2021 Land Rover Defender 2,0 90 P300 Explorer Package SUV",Mobil Bekas,Rp 2.250.000.000,2021.0,10000 km,Abu-abu,1997 cc,Pertamax,Complete Built Up (CBU),5.0,3.0,DKI Jakarta,Automatic
"2021 MINI Cooper 2,0 S Hatchback",Mobil Bekas,Rp 750.000.000,2021.0,7000 km,Silver,1998 cc,Pertamax,Complete Built Up (CBU),4.0,3.0,DKI Jakarta,Automatic
2013 Toyota Land Cruiser 4.5 Standard Spec E SUV,Mobil Bekas,Rp 1.270.000.000,2013.0,30 - 35K km,Hitam,4461 cc,Solar,Complete Built Up (CBU),8.0,5.0,DKI Jakarta,Automatic
2018 Volkswagen Tiguan 1.4 TSI SUV CBU TURBO (250N.m) Second Generation Km 48rb Rec Service ATPM Pwr Back Door Plat GANJIL Orsinil Pkt KREDIT TDP 22jt,Mobil Bekas,Rp 349.999.009,2018.0,40 - 45K km,Abu-abu,1395 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2019 Suzuki Baleno 1.4 Hatchback,Mobil Bekas,Rp 179.000.000,2019.0,15 - 20K km,Putih,1373 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2022 Toyota Alphard 2.5 G Van Wagon Nik2022 White On Beige Km10rb Antik Pilot Seat Heater Seat #AUTOHIGH #MUST BUY,Mobil Bekas,Rp 1.135.000.000,2022.0,5 - 10K km,Putih,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2023 Honda Accord 1.5 Sedan Turbo Nik2023 Black On Black Km5000 Antik Sunroof ATPM Warranty #AUTOHIGH #BEST OFFER,Mobil Bekas,Rp 595.000.000,2023.0,0 - 5K km,Hitam,1498 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2019 Toyota Voxy 2.0 Wagon,Mobil Bekas,Rp 349.000.000,2019.0,40 - 45K km,Putih,1986 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2021 Toyota Alphard 2.5 G Van Wagon Nik2021 White On Beige Pilot Seat Heater Seat Km10rb Antik Sunroof #AUTOHIGH #BEST OFFER,Mobil Bekas,Rp 1.050.000.000,2021.0,5 - 10K km,Putih,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2021 Toyota Veloz 1.5 Q Wagon CASH CREDIT PROSES D BANTU,Mobil Bekas,Rp 223.000.000,2021.0,30 - 35K km,Silver,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2011 Toyota Fortuner 2.7 G Luxury SUV,Mobil Bekas,Rp 219.000.000,2011.0,95 - 100K km,Hitam,2694 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2020 Toyota Corolla Altis 1.8 V Sedan Automatic,Mobil Bekas,Rp 335.000.000,2020.0,60 - 65K km,Hitam,1798 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,Jawa Timur,Automatic
