Title,Harga,Kondisi,Tahun Kendaraan,Kilometer,Warna,Cakupan mesin,Transmisi,Penumpang,Pintu,Dirakit,Tipe Bahan Bakar
2002 Honda CR-V 2.0 SUV,Rp 65.000.000,Mobil Bekas,2002,125 - 130K km,Abu-abu,1998 cc,Automatic,8,5,Complete Knock Down (CKD),Pertamax
2001 Toyota Land Cruiser 4.2 VX Limited SUV,Rp 670.000.000,Mobil Bekas,2001,130 - 135K km,Silver,4164 cc,Automatic,8,5,Complete Built Up (CBU),Solar
2020 BMW M2 3.0 Competition Coupe,Rp 1.495.000.000,Mobil Bekas,2020,10 - 15K km,Biru,2979 cc,Automatic,4,2,Complete Built Up (CBU),Pertamax
2023 Honda Brio 1.2 RS Urbanite Hatchback,Rp 188.000.000,Mobil Bekas,2023,30 - 35K km,Hitam,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2020 Mazda CX-30 2.0 Grand Touring Wagon,Rp 369.000.000,Mobil Bekas,2020,25 - 30K km,Abu-abu,1998 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2019 Toyota Kijang Innova 2.4 G MPV,Rp 325.000.000,Mobil Bekas,2019,40 - 45K km,Hitam,2393 cc,Automatic,8,5,Complete Knock Down (CKD),Solar
"2017 Honda CR-V 2,0 i-VTEC SUV",Rp 297.000.000,Mobil Bekas,2017,68000 km,Hitam,1997 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2014 Mazda 2 1.5 R Hatchback,Rp 148.000.000,Mobil Bekas,2014,115 - 120K km,Abu-abu,1498 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2018 Mitsubishi Xpander 1.5 SPORT Wagon,Rp 188.000.000,Mobil Bekas,2018,70 - 75K km,Abu-abu,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"2022 Hyundai Stargazer 1,5 Prime Wagon",Rp 218.000.000,Mobil Bekas,2022,24137 km,Hitam,1497 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2018 Honda HR-V 1.5 E Special Edition SUV,Rp 228.000.009,Mobil Bekas,2018,50 - 55K km,Abu-abu,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2019 Honda CR-V 1.5 VTEC SUV,Rp 330.000.000,Mobil Bekas,2019,35 - 40K km,Putih,1498 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2018 Honda HR-V 1.5 E Special Edition SUV,Rp 240.000.000,Mobil Bekas,2018,65 - 70K km,Abu-abu,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2013 Honda Jazz 1.5 RS Hatchback,Rp 143.000.000,Mobil Bekas,2013,89000 km,Putih,1496 cc,Manual,5,5,Complete Knock Down (CKD),Pertamax
2021 Honda CR-V 1.5 VTEC SUV,Rp 418.000.000,Mobil Bekas,2021,0 - 5K km,Hitam,1498 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"2022 Toyota Veloz 1.5 Q Wagon PROMO DAHSYAT DISCON BESAR, DP MINIM GRATIS TEST DRIVE HOME",Rp 231.000.000,Mobil Bekas,2022,20 - 25K km,Hitam,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2017 Honda HR-V 1.5 E SUV / DP 10 JT,Rp 220.000.000,Mobil Bekas,2017,90 - 95K km,Biru,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2019 Mazda CX-5 2.5 Elite SUV,Rp 377.000.000,Mobil Bekas,2019,50 - 55K km,Hitam,2488 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2021 Toyota Agya 1.2 GR Sport Hatchback Plat T,Rp 130.000.000,Mobil Bekas,2021,25 - 30K km,Silver,1197 cc,Manual,5,5,Complete Knock Down (CKD),Pertamax
2019 Mazda CX-5 2.5 Elite SUV,Rp 395.000.000,Mobil Bekas,2019,45 - 50K km,Hitam,2488 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2021 Daihatsu Xenia 1.3 R DELUXE MPV,Rp 183.000.000,Mobil Bekas,2021,55 - 60K km,Abu-abu,1329 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"2015 Toyota Vellfire 2,5 G Van Wagon",Rp 610.000.000,Mobil Bekas,2015,85000 km,Putih,2494 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2013 Land Rover Range Rover Evoque 2.0 Dynamic Luxury Si4 SUV,Rp 447.500.000,Mobil Bekas,2013,35 - 40K km,Putih,1999 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2019 Toyota Rush 1.5 TRD Sportivo SUV AT (Tdp 15jt) Km 30rb Mbl Muluz Skali Tgn1 Siap Pakai,Rp 208.000.000,Mobil Bekas,2019,25 - 30K km,Hitam,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2020 Mazda CX-30 2.0 Grand Touring Wagon AT (Tdp 30jt) Km 30rb Full Ori Tgn1 Sunroof Type Paling Lengkap,Rp 382.000.000,Mobil Bekas,2020,25 - 30K km,Hitam,1998 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2021 Honda Brio 1.2 E Satya Hatchback,Rp 159.000.000,Mobil Bekas,2021,20 - 25K km,Merah,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2020 Mazda CX-8 2.5 SKYACTIV-G Elite Wagon,Rp 465.000.000,Mobil Bekas,2020,30 - 35K km,Abu-abu,2488 cc,Automatic,6,5,Complete Built Up (CBU),Pertamax
2015 Mazda CX-5 2.5 Grand Touring SUV #Pmk 2016 #Facelift #Putih #Tgn Pertama #KM Rendah Record #Bisa Kredit,Rp 258.000.000,Mobil Bekas,2015,85 - 90K km,Putih,2488 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2022 BMW 840i 3.0 M Technic Coupe,Rp 2.500.000.000,Mobil Bekas,2022,0 - 5K km,Hitam,2998 cc,Automatic,4,2,Complete Built Up (CBU),Pertamax
2020 BMW 320i 2.0 Touring M Sport Wagon,Rp 1.400.000.000,Mobil Bekas,2020,10 - 15K km,Abu-abu,1998 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2021 Honda HR-V HRV Prestige AT Merah,Rp 299.000.000,Mobil Bekas,2021,21000 km,Merah,1799 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Mazda CX-3 2.0 Touring Wagon * DP 3 JUTA AJA...,Rp 269.000.000,Mobil Bekas,2018,35 - 40K km,Putih,1998 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
"2019 Toyota Agya 1,2 TRD Hatchback DP 7JTAN",Rp 120.000.000,Mobil Bekas,2019,62000 km,Kuning,1197 cc,Manual,5,5,Complete Knock Down (CKD),Pertamax
2018 Chevrolet Trailblazer 2.5 LTZ SUV,Rp 299.000.000,Mobil Bekas,2018,40 - 45K km,Hitam,2499 cc,Automatic,7,5,Complete Built Up (CBU),Solar
2017 Toyota Land Cruiser Prado 2.7 TX SUV,Rp 825.000.000,Mobil Bekas,2017,75 - 80K km,Hitam,2693 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2014 Ford EcoSport 1.5 Titanium SUV,Rp 122.000.000,Mobil Bekas,2014,80 - 85K km,Putih,1499 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2017 Suzuki Ertiga 1.4 GX MPV - Mobil Mulus Bergaransi,Rp 139.000.000,Mobil Bekas,2017,60 - 65K km,Putih,1373 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2022 BMW X4 2.0 xDrive30i M Sport X SUV Pemakaian 2023,Rp 1.275.000.000,Mobil Bekas,2022,5 - 10K km,Hitam,1998 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2017 Mercedes-Benz E300 2.0 AMG Line Sedan,Rp 685.000.000,Mobil Bekas,2017,40000 km,Putih,1991 cc,Automatic,5,4,Complete Knock Down (CKD),Pertamax
2018 Mercedes-Benz GLE400 3.0 AMG 4Matic Coupe,Rp 1.190.000.000,Mobil Bekas,2018,25 - 30K km,Hitam,2996 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2016 Mercedes-Benz GLE400 3.0 AMG 4Matic Coupe,Rp 1.175.000.000,Mobil Bekas,2016,20 - 25K km,Hitam,2996 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
"2013 Daihatsu Terios 1,5 TS SUV",Rp 115.000.000,Mobil Bekas,2013,137000 km,Silver,1495 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2020 Honda HR-V 1.5 E SUV - Unit Mulus Bergaransi dan Pajak Panjang,Rp 249.000.000,Mobil Bekas,2020,50 - 55K km,Putih,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2023 Daihatsu Rocky 1.2 X Wagon,Rp 194.000.000,Mobil Bekas,2023,15 - 20K km,Abu-abu,1198 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2013 Land Rover Range Rover Evoque 2.0 Dynamic Luxury Si4 SUV,Rp 447.500.000,Mobil Bekas,2013,55 - 60K km,Putih,1999 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2021 Toyota Camry 2.5 Hybrid Sedan Reg.2022 Facelift TSS White On Black Km6000 Antik Sunroof ATPM Warranty #AUTOHIGH #BEST DEAL,Rp 655.000.000,Mobil Bekas,2021,6000 km,Putih,2487 cc,Automatic,5,4,Complete Built Up (CBU),Pertamax
2022 Toyota Vios 1.5 G Sedan #Pmk 2023 #Hitam #Tgn Pertama #KM 30rb Record #Bisa Kredit,Rp 293.000.000,Mobil Bekas,2022,25 - 30K km,Hitam,1496 cc,Automatic,5,4,Complete Built Up (CBU),Pertamax
"2022 Daihatsu Sigra 1,2 R MPV",Rp 135.000.000,Mobil Bekas,2022,23000 km,Silver,1197 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2016 Honda Brio 1.2 RS Hatchback,Rp 131.000.000,Mobil Bekas,2016,60 - 65K km,Silver,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2021 Toyota Kijang Innova 2.0 V MPV,Rp 348.000.000,Mobil Bekas,2021,35 - 40K km,Putih,1998 cc,Automatic,8,5,Complete Knock Down (CKD),Pertamax
2018 Mitsubishi Xpander 1.5 ULTIMATE Wagon,Rp 213.000.000,Mobil Bekas,2018,70 - 75K km,Silver,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2017 Honda BR-V 1.5 E SUV Garansi Bebas Tabrak Banjir siap Pakai,Rp 155.000.000,Mobil Bekas,2017,60 - 65K km,Hitam,1497 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2014 Toyota Alphard 2.4 S MPV,Rp 455.000.000,Mobil Bekas,2014,55 - 60K km,Hitam,2362 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2023 Honda HR-V 1.5 SE SUV,Rp 385.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,1498 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2022 Honda HR-V 1.5 SE SUV,Rp 340.000.000,Mobil Bekas,2022,15 - 20K km,Abu-abu,1498 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2021 Toyota Avanza 1.5 G TSS MPV. (ANTIK KM10RB) AVANZA GRAND 1.5 G TSS 2021 AT,Rp 219.500.000,Mobil Bekas,2021,5 - 10K km,Silver,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Kijang Innova Zenix 2.0 V Wagon - Unit Mulus Kilometer Rendah dan Pajak Hidup Panjang,Rp 426.000.000,Mobil Bekas,2023,15 - 20K km,Hitam,1987 cc,Automatic,8,5,Complete Knock Down (CKD),Pertamax
2019 Honda HR-V 1.5 E SUV LOW KM,Rp 235.000.000,Mobil Bekas,2019,10 - 15K km,Hitam,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2019 BMW X1 1.5 sDrive18i xLine SUV,Rp 435.000.000,Mobil Bekas,2019,20 - 25K km,Hitam,1499 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2023 Honda HR-V 1.5 SE SUV Automatic,Rp 385.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,1498 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Voxy 2.0 Base Spec Van Wagon,Rp 569.000.000,Mobil Bekas,2023,4000 km,Putih,1986 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2016 Hyundai H-1 2.5 Royale MPV,Rp 299.000.000,Mobil Bekas,2016,52000 km,Putih,2497 cc,Automatic,8,5,Complete Knock Down (CKD),Solar
2021 Honda CR-V 1.5 Prestige VTEC SUV,Rp 490.000.000,Mobil Bekas,2021,19000 km,Putih,1498 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Toyota Alphard 2.5 G Van Wagon,Rp 895.000.000,Mobil Bekas,2019,48000 km,Hitam,2494 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2012 Toyota Alphard 2.4 G MPV Toyota Alphard Facelift 2.4 G ATPM NIK 2012 Pilot Seat White On Beige Fullspec Perfect Condition,Rp 320.000.000,Mobil Bekas,2012,125 - 130K km,Putih,2362 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2023 Honda Brio 1.2 RS Hatchback,Rp 215.000.000,Mobil Bekas,2023,5000 km,Hijau,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2019 Honda CR-V 1.5 Prestige VTEC SUV,Rp 387.000.000,Mobil Bekas,2019,75 - 80K km,Putih,1498 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Veloz 1.5 Q Wagon KM 5.000 PERAK Toyota Veloz 1.5 Q AT NIK 2023 Black On Black Tgn 1 Dr Br Gress Like New,Rp 265.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2017 Honda CR-V 1.5 Prestige VTEC SUV. (ANTIK KM30RB) CRV TURBO PRESTIGE 1.5 2017 AT,Rp 369.500.000,Mobil Bekas,2017,25 - 30K km,Putih,1498 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Toyota Yaris 1.5 TRD Sportivo Hatchback (istimewa),Rp 226.000.000,Mobil Bekas,2019,35 - 40K km,Putih,1496 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
"2017 Toyota Kijang Innova 2,0 V MPV",Rp 257.000.000,Mobil Bekas,2017,78794 km,Silver,1998 cc,Automatic,8,5,Complete Knock Down (CKD),Pertamax
2022 Mercedes-Benz E300 2.0 AMG Line Sedan,Rp 1.200.000.000,Mobil Bekas,2022,10000 km,Abu-abu,1991 cc,Automatic,5,4,Complete Knock Down (CKD),Pertamax
2022 MINI Countryman 2.0 Cooper S SUV,Rp 810.000.000,Mobil Bekas,2022,13000 km,Silver,1998 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2012 Nissan March 1.2 XS Hatchback Matic Km 60rb Pakaian Pribadi,Rp 86.000.000,Mobil Bekas,2012,60 - 65K km,Putih,1198 cc,Automatic,5,5,4 Speaker Stereo,Pertamax
2018 Honda Brio 1.2 Satya E Hatchback Matic Km 65rb Tangan 1,Rp 125.000.000,Mobil Bekas,2018,65 - 70K km,Abu-abu,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2022 Toyota Raize 1.0 GR Sport TSS Wagon,Rp 219.000.000,Mobil Bekas,2022,20000 km,Merah,996 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Lexus NX300 2.0 F-Sport Wagon,Rp 689.000.000,Mobil Bekas,2018,10 - 15K km,Silver,1998 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2021 Toyota Sienta 1.5 V Welcab MPV,Rp 330.000.000,Mobil Bekas,2021,15 - 20K km,Putih,1497 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Toyota Calya 1.2 E MPV DP Ringan Terjangkau*,Rp 117.000.000,Mobil Bekas,2019,60 - 65K km,Putih,1197 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
"2022 Toyota Veloz 1.5 Q TSS Wagon PROMO DAHSYAT DISCON BESAR, DP MINIM GRATIS TEST DRIVE HOME",Rp 255.000.000,Mobil Bekas,2022,20 - 25K km,Putih,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2020 Mazda CX-5 2.5 GT SUV,Rp 390.000.000,Mobil Bekas,2020,25 - 30K km,Hitam,2488 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2020 Toyota Voxy 2.0 Wagon,Rp 398.000.000,Mobil Bekas,2020,40 - 45K km,Hitam,1986 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2021 Suzuki Ertiga 1.5 GL MPV Manual,Rp 185.000.000,Mobil Bekas,2021,61000 km,Hitam,1462 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2019 Porsche 911 4.0 GT3 RS Coupe Carrera AT,Rp 7.890.000.000,Mobil Bekas,2019,10 - 15K km,Putih,3996 cc,Automatic,2,2,Complete Built Up (CBU),Pertamax
2021 BMW M2 3.0 Competition Coupe KM 12.000 BMW M2 Competition Pemk 2022 Blue On Black Tgn 1 Dr Br Full Original Like New NIK 2021 Akhir,Rp 1.495.000.000,Mobil Bekas,2021,10 - 15K km,Biru,2979 cc,Automatic,4,2,Complete Built Up (CBU),Pertamax
2022 DFSK Super Cab 1.5 Single Cab Pick-up,Rp 115.000.000,Mobil Bekas,2022,0 - 5K km,Hitam,1500 cc,Manual,3,2,Complete Knock Down (CKD),Pertamax
"2019 Nissan Livina 1,5 VL Wagon Nego",Rp 210.000.000,Mobil Bekas,2019,84000 km,Putih,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2015 Honda Brio 1.2 E Hatchback,Rp 124.999.000,Mobil Bekas,2015,5 - 10K km,Merah,1198 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Suzuki Ignis 1.2 GX Hatchback Siap DP Ringan*,Rp 131.000.000,Mobil Bekas,2018,55 - 60K km,Biru,1197 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2014 Daihatsu Xenia 1.3 R DLX MPV,Rp 119.999.000,Mobil Bekas,2014,5 - 10K km,Silver,1298 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2014 Honda Mobilio 1.5 E MPV,Rp 129.999.000,Mobil Bekas,2014,5 - 10K km,Putih,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2022 DFSK Super Cab 1.5 Single Cab Pick-up,Rp 115.000.000,Mobil Bekas,2022,15 - 20K km,Hitam,1500 cc,Manual,3,2,Complete Knock Down (CKD),Pertamax
2019 Mitsubishi Pajero Sport 2.4 Dakar SUV,Rp 426.000.000,Mobil Bekas,2019,65 - 70K km,Hitam,2442 cc,Automatic,7,5,Complete Knock Down (CKD),Solar
2012 Nissan Juke 1.5 RX SUV / DP 7 JT,Rp 126.000.000,Mobil Bekas,2012,120 - 125K km,Abu-abu,1498 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
"2023 Land Rover Defender 2,0 110 P300 Explorer Package HSE SUV",Rp 2.550.000.000,Mobil Bekas,2023,26000 km,Putih,1997 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2020 Toyota Vellfire 2.5 G Van Wagon Toyota New Vellfire Facelift G ATPM Pemakaian 2021 (TOYOTA SAFETY SENSE) White On Black Full Original Like New,Rp 940.000.000,Mobil Bekas,2020,60 - 65K km,Putih,2494 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2019 Mercedes-Benz CLS350 2.0 AMG Coupe,Rp 1.100.000.000,Mobil Bekas,2019,20 - 25K km,Putih,1991 cc,Automatic,4,4,Complete Built Up (CBU),Pertamax
2015 Mercedes-Benz S400 L 3.0 Exclusive Sedan,Rp 875.000.000,Mobil Bekas,2015,30 - 35K km,Lainnya,2996 cc,Automatic,5,4,Complete Built Up (CBU),Pertamax
"2019 Toyota Calya 1,2 G MPV KM LOW 26RB",Rp 129.000.000,Mobil Bekas,2019,26000 km,Abu-abu,1197 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2016 Mercedes-Benz E300 2.0 Avantgarde Sedan,Rp 650.000.000,Mobil Bekas,2016,40 - 45K km,Hitam,1991 cc,Automatic,5,4,Complete Built Up (CBU),Pertamax
2019 Mercedes-Benz C300 2.0 AMG Sedan,Rp 825.000.000,Mobil Bekas,2019,15 - 20K km,Hitam,1991 cc,Automatic,5,4,Complete Knock Down (CKD),Pertamax
2021 Lexus RX300 2.0 Luxury SUV,Rp 1.200.000.000,Mobil Bekas,2021,10 - 15K km,Hitam,1998 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2019 Lexus RX300 2.0 Luxury SUV,Rp 925.000.000,Mobil Bekas,2019,70 - 75K km,Abu-abu,1998 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2018 Toyota Kijang Innova 2.0 G Bensin AT Silver Metalik,Rp 249.000.000,Mobil Bekas,2018,50000 km,Silver,1998 cc,Automatic,8,5,Complete Knock Down (CKD),Pertamax
2016 Honda HR-V 1.5 E SUV Matic,Rp 210.000.000,Mobil Bekas,2016,98000 km,Abu-abu,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Avanza 1.5 G MPV,Rp 229.000.000,Mobil Bekas,2023,0 - 5K km,Abu-abu,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2018 Toyota Kijang Innova 2.0 G MPV Matic Bensin,Rp 270.000.000,Mobil Bekas,2018,88000 km,Silver,1998 cc,Automatic,8,5,Complete Knock Down (CKD),Pertamax
2018 Mazda CX-3 2.0 Touring Wagon facelift,Rp 250.000.000,Mobil Bekas,2018,55 - 60K km,Abu-abu,1998 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2012 Mitsubishi Outlander Sport 2.0 PX SUV,Rp 139.000.000,Mobil Bekas,2012,95 - 100K km,Putih,1998 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2022 Mitsubishi Xpander 1.5 SPORT Wagon Matic,Rp 255.000.000,Mobil Bekas,2022,34000 km,Putih,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Toyota Avanza 1.3 G MPV - Mobil dengan kondisi mulus,Rp 164.000.000,Mobil Bekas,2019,65 - 70K km,Hitam,1329 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2022 Suzuki XL7 1.5 BETA Wagon ISTIMEWA TERAWAT SIAP PAKAI,Rp 201.500.000,Mobil Bekas,2022,20 - 25K km,Putih,1462 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"2021 Toyota Rush 1.5 S GR Sport SUV PROMO TERBAIK DISCON BESAR, DP MINIM GRATIS TEST DRIVE HOME",Rp 225.000.000,Mobil Bekas,2021,40 - 45K km,Hitam,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Avanza 1.5 G MPV HARGA SPESIAL KONDISI MULUS SEPERTI BARU SIAP PAKAI ISTIMEWA TERAWAT,Rp 209.850.000,Mobil Bekas,2023,5 - 10K km,Putih,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2022 KIA Grand Carnival 2.2 CRDi Premiere Wagon tanpa-down-payment-kia-carnival-premier-2022-diesel,Rp 655.000.000,Mobil Bekas,2022,55 - 60K km,Putih,2151 cc,Automatic,11,5,Complete Built Up (CBU),Solar
2014 Honda CR-V 2.4 2.4 Prestige SUV Matic,Rp 210.000.000,Mobil Bekas,2014,148000 km,Hitam,2354 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Raize 1.2 G Wagon Manual,Rp 210.000.000,Mobil Bekas,2023,7000 km,Silver,1198 cc,Manual,5,5,Complete Knock Down (CKD),Pertamax
2019 BMW 330i 2.0 M Sport Sedan,Rp 750.000.000,Mobil Bekas,2019,30 - 35K km,Putih,1998 cc,Automatic,5,4,Complete Knock Down (CKD),Pertamax
2011 Toyota Yaris 1.5 E Hatchback,Rp 114.999.000,Mobil Bekas,2011,5 - 10K km,Silver,1497 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2018 Toyota Sienta 1.5 G MPV Manual,Rp 170.000.000,Mobil Bekas,2018,42000 km,Putih,1497 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2012 Daihatsu Sirion 1.3 D FMC Hatchback,Rp 84.999.000,Mobil Bekas,2012,10 - 15K km,Ungu,1298 cc,Manual,5,5,Complete Built Up (CBU),Pertamax
"2019 Toyota Kijang Innova 2.4 G MPV PROMO DISCON BESAR, DP MINIM GRATIS TEST DRIVE HOME",Rp 306.000.000,Mobil Bekas,2019,60 - 65K km,Hitam,2393 cc,Automatic,8,5,Complete Knock Down (CKD),Solar
2015 Toyota Agya 1.0 G Hatchback,Rp 92.499.000,Mobil Bekas,2015,10 - 15K km,Silver,998 cc,Manual,5,5,Complete Knock Down (CKD),Pertamax
2020 Honda Brio 1.2 Satya E Hatchback,Rp 169.999.000,Mobil Bekas,2020,5 - 10K km,Hitam,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2020 BMW X7 3.0 xDrive40i Wagon,Rp 1.850.000.000,Mobil Bekas,2020,15 - 20K km,Hitam,2998 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2023 Toyota Kijang Innova Zenix 2.0 Q HV TSS Modellista Wagon,Rp 565.000.000,Mobil Bekas,2023,20 - 25K km,Hitam,1987 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Toyota Voxy 2.0 Wagon matic,Rp 390.000.000,Mobil Bekas,2019,45 - 50K km,Putih,1986 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2023 Toyota Alphard 2.5 G Van Wagon White PROMO TOTAL DP RINGAN 200JT Km 4Rb Super Antik Cooler Seat Double Sunroof Mulus LikeNew TERIMA PAJAK PANJANG,Rp 1.215.000.000,Mobil Bekas,2023,0 - 5K km,Putih,2494 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2020 BMW 320i 2.0 Sport Sedan White PROMO TOTAL DP RINGAN 70JT Free Service Spareparts Km Super Antik Pajak Panjang TERIMA MULUS LIKE NEW Harga Nego,Rp 645.000.000,Mobil Bekas,2020,5 - 10K km,Putih,1998 cc,Automatic,5,4,Complete Knock Down (CKD),Pertamax
2022 Toyota Rush 1.5 G SUV MATIC,Rp 230.000.000,Mobil Bekas,2022,30 - 35K km,Putih,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2023 Mitsubishi Xpander 1.5 EXCEED Wagon MATIC,Rp 255.000.000,Mobil Bekas,2023,0 - 5K km,Putih,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 BMW X3 2.0 sDrive20i SUV,Rp 759.000.000,Mobil Bekas,2019,25 - 30K km,Coklat,1998 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Chevrolet Trailblazer LTZ Diesel Pemakaian 2019 Hitam Metalik,Rp 299.000.000,Mobil Bekas,2018,44000 km,Hitam,2455 cc,Automatic,7,5,Complete Built Up (CBU),Solar
2018 Toyota Voxy 2.0 Wagon,Rp 349.999.000,Mobil Bekas,2018,5 - 10K km,Putih,1986 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2007 Mercedes-Benz E280 3.0 Sedan,Rp 124.499.000,Mobil Bekas,2007,5 - 10K km,Silver,2996 cc,Automatic,5,4,Complete Knock Down (CKD),Pertamax
2018 Mazda CX-9 CX9 AT Hitam Metalik,Rp 465.000.000,Mobil Bekas,2018,31000 km,Hitam,2488 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
